"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT13","WT14","WT16","WT17","WT18","WT21","WT22"
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-27","5.37",,,"0.00",,"0.0","0.0",,"62","39",,"   70","   50","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-28","13.87",,,"0.00",,"0.0","0.0",,"78","44",,"  220","  220","25.9","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-29","6.04",,,"0.00",,"0.0","0.0",,"83","56",,"  280","  280","17.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-30","6.49",,,"0.00",,"0.0","0.0",,"77","49",,"  220","  220","17.9","23.9",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-03-31","6.26",,,"0.27",,"0.0","0.0",,"76","59",,"   80","   80","17.9","21.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-01","6.26",,,"0.00",,"0.0","0.0",,"69","49",,"   50","   50","21.0","25.9",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-02","7.83",,,"0.00",,"0.0","0.0",,"73","49",,"   40","   40","19.9","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-03","5.59",,,"0.00",,"0.0","0.0",,"77","42",,"  220","  220","17.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-04","4.25",,,"0.62",,"0.0","0.0",,"85","57",,"  240","  350","16.1","25.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-05","7.61",,,"0.17",,"0.0","0.0",,"63","47",,"  100","   80","16.1","21.9","    1","    1",,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-06","6.93",,,"0.05",,"0.0","0.0",,"63","40",,"   40","   20","19.9","28.0",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-07","3.13",,,"0.00",,"0.0","0.0",,"68","37",,"  260","  290","12.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-08","3.58",,,"0.00",,"0.0","0.0",,"76","38",,"  280","  260","17.0","25.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-09","6.49",,,"0.00",,"0.0","0.0",,"74","45",,"  230","  230","21.9","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-10","7.16",,,"0.00",,"0.0","0.0",,"74","46",,"  240","  230","25.1","36.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-11","6.93",,,"0.00",,"0.0","0.0",,"58","43",,"  320","  290","17.9","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-12","2.68",,,"0.00",,"0.0","0.0",,"63","32",,"   40","  300","14.1","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-13","2.01",,,"0.00",,"0.0","0.0",,"69","36",,"  260","  350","8.1","14.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-14","8.05",,,"0.00",,"0.0","0.0",,"76","42",,"  230","  230","19.9","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-15","12.30",,,"0.00",,"0.0","0.0",,"81","58",,"  230","  220","21.9","30.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-16","11.41",,,"0.00",,"0.0","0.0",,"84","60",,"  230","  230","23.0","30.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-17","6.93",,,"0.00",,"0.0","0.0",,"86","60",,"   60","   80","17.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-18","7.83",,,"0.31",,"0.0","0.0",,"69","55",,"   80","  100","17.9","23.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-19","3.80",,,"0.00",,"0.0","0.0",,"63","52",,"   30","  310","10.1","21.0","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-20","2.01",,,"0.00",,"0.0","0.0",,"73","51",,"  230","  230","8.9","12.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-21","5.82",,,"0.24",,"0.0","0.0",,"80","55",,"   20","  200","15.0","19.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-22","8.28",,,"0.82",,"0.0","0.0",,"62","48",,"   50","   30","17.0","23.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-23","6.71",,,"0.01",,"0.0","0.0",,"51","40",,"  290","  290","17.0","29.1",,,,,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-24","6.93",,,"0.00",,"0.0","0.0",,"64","36",,"  280","  280","21.0","31.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-25","6.71",,,"0.03",,"0.0","0.0",,"68","40",,"  230","  240","17.9","25.1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-26","9.62",,,"0.38",,"0.0","0.0",,"77","56",,"  230","  260","21.9","33.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-27","5.14",,,"0.00",,"0.0","0.0",,"77","59",,"   50","   40","12.1","17.0","    1",,,,,,,,,,,,"    1",
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-28","6.04",,,"0.00",,"0.0","0.0",,"62","54",,"   80","   50","15.0","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-29","3.36",,,"0.00",,"0.0","0.0",,"77","55",,"   30","   30","12.1","16.1","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-04-30","7.16",,,"0.00",,"0.0","0.0",,"80","61",,"  200","  210","16.1","19.9","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-01","10.51",,,"0.00",,"0.0","0.0",,"86","67",,"  230","  220","21.9","25.1",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-02","6.26",,,"0.00",,"0.0","0.0",,"91","67",,"  230","  230","15.0","17.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-03","4.92",,,"0.00",,"0.0","0.0",,"91","64",,"  280","  270","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-04","5.37",,,"0.00",,"0.0","0.0",,"90","62",,"  230","  230","15.0","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-05","4.47",,,"1.58",,"0.0","0.0",,"84","64",,"   40","   40","14.1","21.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-06","7.16",,,"0.01",,"0.0","0.0",,"73","61",,"   40","   40","15.0","19.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-07","5.59",,,"0.00",,"0.0","0.0",,"78","58",,"  140","  130","13.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-08","7.83",,,"0.00",,"0.0","0.0",,"80","61",,"  200","  170","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-09","3.80",,,"0.51",,"0.0","0.0",,"77","58",,"  310","  300","19.9","33.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-10","3.80",,,"0.00",,"0.0","0.0",,"72","51",,"  290","  290","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-11","2.46",,,"0.00",,"0.0","0.0",,"74","47",,"   40","   30","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-12","3.80",,,"0.00",,"0.0","0.0",,"77","47",,"  150","  200","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-13","5.59",,,"0.15",,"0.0","0.0",,"75","60",,"  190","  180","14.1","21.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-14","6.26",,,"0.49",,"0.0","0.0",,"75","63",,"  180","  180","16.1","23.0",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-15","4.25",,,"0.15",,"0.0","0.0",,"83","65",,"  170","  170","23.9","31.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-16","2.91",,,"0.01",,"0.0","0.0",,"83","66",,"  200","  230","12.1","15.0","    1",,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-17","6.71",,,"0.00",,"0.0","0.0",,"81","61",,"   50","   50","16.1","23.0",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-18","8.72",,,"0.00",,"0.0","0.0",,"77","59",,"   40","   50","17.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-19","6.04",,,"0.00",,"0.0","0.0",,"77","54",,"   40","   50","17.9","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-20","6.49",,,"0.00",,"0.0","0.0",,"82","52",,"   30","   40","21.0","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-21","1.34",,,"0.00",,"0.0","0.0",,"82","66",,"   50","  150","8.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-22","4.25",,,"0.00",,"0.0","0.0",,"86","62",,"  170","  170","15.0","17.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-23","4.25",,,"0.03",,"0.0","0.0",,"84","64",,"  150","  150","21.9","25.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-24","3.58",,,"0.19",,"0.0","0.0",,"86","65",,"   90","   90","17.9","21.9",,"    1","    1",,,,"    1",,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-25","3.58",,,"0.00",,"0.0","0.0",,"88","62",,"   80","   60","12.1","15.0",,"    1",,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-26","6.93",,,"0.00",,"0.0","0.0",,"86","66",,"   80","   80","15.0","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-27","5.14",,,"0.35",,"0.0","0.0",,"86","66",,"  110","  110","13.0","16.1","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-28","4.70",,,"0.00",,"0.0","0.0",,"90","72",,"  200","  200","23.0","29.1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-29","7.61",,,"0.00",,"0.0","0.0",,"89","72",,"  200","  190","23.0","31.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-30","4.70",,,"0.39",,"0.0","0.0",,"82","64",,"   30","   30","17.0","23.0","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-05-31","4.47",,,"0.11",,"0.0","0.0",,"90","64",,"  240","  210","21.0","25.1",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-01","7.83",,,"1.19",,"0.0","0.0",,"88","65",,"  220","  220","23.0","32.0",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-02","3.13",,,"0.00",,"0.0","0.0",,"76","56",,"  300","  330","12.1","17.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-03","5.37",,,"0.00",,"0.0","0.0",,"81","52",,"  240","  240","17.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-04","4.92",,,"0.00",,"0.0","0.0",,"83","61",,"  280","  290","15.0","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-05","6.93",,,"0.00",,"0.0","0.0",,"76","57",,"   50","   90","16.1","21.0",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-06","4.47",,,"0.04",,"0.0","0.0",,"74","57",,"  100","   90","13.0","17.0",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-07","1.12",,,"0.00",,"0.0","0.0",,"81","54",,"  250","  240","8.1","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-08","2.24",,,"0.00",,"0.0","0.0",,"84","57",,"   40","   20","12.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-09","4.70",,,"0.00",,"0.0","0.0",,"89","57",,"  230","  230","15.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-10","6.26",,,"0.00",,"0.0","0.0",,"89","65",,"  200","  200","14.1","17.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-11","7.38",,,"1.06",,"0.0","0.0",,"84","71",,"  200","  210","17.0","23.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-12","7.61",,,"0.43",,"0.0","0.0",,"83","68",,"   50","   50","19.9","25.1",,,"    1",,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-13","6.04",,,"0.28",,"0.0","0.0",,"84","63",,"   50","   40","17.0","23.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-14","6.71",,,"0.00",,"0.0","0.0",,"79","57",,"   50","   40","17.0","21.0",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-15","8.05",,,"0.00",,"0.0","0.0",,"80","59",,"   50","   50","17.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-16","6.26",,,"0.00",,"0.0","0.0",,"80","53",,"   40","   40","17.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-17","3.13",,,"0.00",,"0.0","0.0",,"81","54",,"  120","   20","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-18","6.26",,,"0.00",,"0.0","0.0",,"86","63",,"  190","  190","13.0","16.1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-19","5.14",,,"0.00",,"0.0","0.0",,"92","67",,"  250","  260","13.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-20","3.13",,,"0.00",,"0.0","0.0",,"94","69",,"  160","  150","12.1","14.1","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-21","5.82",,,"0.00",,"0.0","0.0",,"96","71",,"  150","  140","16.1","21.0",,,"    1",,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-22","6.04",,,"0.10",,"0.0","0.0",,"95","71",,"  320","  310","17.0","29.1",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-23","4.03",,,"0.00",,"0.0","0.0",,"89","70",,"  170","  170","13.0","16.1","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-24","5.14",,,"0.00",,"0.0","0.0",,"92","68",,"  180","  170","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-25","6.49",,,"0.00",,"0.0","0.0",,"93","72",,"   40","   40","17.0","21.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-26","6.93",,,"0.00",,"0.0","0.0",,"81","61",,"   50","   40","17.9","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-27","3.13",,,"0.00",,"0.0","0.0",,"87","55",,"   20","   10","14.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-28","6.93",,,"0.00",,"0.0","0.0",,"97","60",,"  230","  230","17.9","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-29","5.82",,,"0.00",,"0.0","0.0",,"105","71",,"  350","  330","23.0","38.0",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-06-30","4.70",,,"0.00",,"0.0","0.0",,"105","70",,"  240","  290","14.1","21.9",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-01","4.92"," 9999",,"0.00",,"0.0","0.0",,"103","75",,"   20","   30","23.9","36.9",,,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-02","5.14"," 9999",,"0.00",,"0.0","0.0",,"94","74",,"  290","  280","19.9","29.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-03","2.91"," 9999",,"0.00",,"0.0","0.0",,"101","72",,"  180","  180","15.0","19.9",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-04","3.80"," 9999",,"0.24",,"0.0","0.0",,"101","73",,"  100","  100","23.9","30.0",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-05","5.59"," 9999",,"0.00",,"0.0","0.0",,"101","72",,"   60","   60","14.1","17.9",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-06","3.80"," 9999",,"0.00",,"0.0","0.0",,"100","71",,"   20","   10","17.9","28.0",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-07","6.26"," 9999",,"0.00",,"0.0","0.0",,"102","72",,"  240","  230","17.9","25.1","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-08","8.28"," 9999",,"0.00",,"0.0","0.0",,"105","76",,"  220","  230","15.0","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-09","3.36"," 9999",,"0.23",,"0.0","0.0",,"96","73",,"  180","   80","17.0","23.0",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-10","3.58"," 9999",,"0.01",,"0.0","0.0",,"86","73",,"   30","   40","15.0","21.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-11","4.03"," 9999",,"0.45",,"0.0","0.0",,"80","68",,"   90","   90","21.9","25.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-12","4.03"," 9999",,"0.00",,"0.0","0.0",,"83","69",,"   70",,"8.1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-13","3.80"," 9999",,"0.00",,"0.0","0.0",,"88","72",,"  150",,"10.1",,,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-14","4.47"," 9999",,"0.00",,"0.0","0.0",,"92","74",,"  160",,"8.1",,"    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-15","7.83"," 9999",,"0.00",,"0.0","0.0",,"94","74",,"  230","  230","14.1","17.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-16","7.38"," 9999",,"0.00",,"0.0","0.0",,"96","74",,"  230","  220","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-17","4.70"," 9999",,"0.00",,"0.0","0.0",,"98","71",,"  220","  220","17.0","23.0",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-18","8.50"," 9999",,"0.00",,"0.0","0.0",,"98","75",,"  220","  240","17.0","25.1",,,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-19","9.62"," 9999",,"0.00",,"0.0","0.0",,"99","76",,"  230","  140","17.9","36.0",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-20","6.71"," 9999",,"0.14",,"0.0","0.0",,"95","74",,"  210","  210","29.1","44.1",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-21","7.38"," 9999",,"1.09",,"0.0","0.0",,"93","71",,"  200","  190","19.9","23.9",,"    1","    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-22","2.01"," 9999",,"1.10",,"0.0","0.0",,"88","72",,"   90","   90","10.1","12.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-23","5.14"," 9999",,"0.11",,"0.0","0.0",,"96","72",,"  230","  240","17.9","23.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-24","6.26"," 9999",,"0.01",,"0.0","0.0",,"96","73",,"  270","  280","23.9","38.0",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-25","4.03"," 9999",,"0.00",,"0.0","0.0",,"90","70",,"  240","  240","12.1","17.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-26","8.28"," 9999",,"0.00",,"0.0","0.0",,"98","76",,"  220","  230","17.9","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-27","6.93"," 9999",,"0.14",,"0.0","0.0",,"99","74",,"   20","  300","19.9","31.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-28","4.25"," 9999",,"1.12",,"0.0","0.0",,"95","68",,"   10","   10","19.9","38.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-29","2.01"," 9999",,"0.00",,"0.0","0.0",,"92","67",,"  100","  130","8.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-30","5.59"," 9999",,"0.00",,"0.0","0.0",,"89","71",,"  130","  140","21.9","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-07-31","2.01"," 1627"," 1623","0.00",,"0.0","0.0",,"88","71",,"  200","  200","8.9","13.0","    1","    1",,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-01","1.79",,,"0.03",,"0.0","0.0",,"90","72",,"   80","   80","21.0","29.1",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-02","5.82",,,"0.05",,"0.0","0.0",,"93","72",,"  180","  170","23.9","29.1",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-03","6.93",,,"0.00",,"0.0","0.0",,"93","70",,"  170","  190","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-04","6.71",,,"0.00",,"0.0","0.0",,"92","75",,"  190","  190","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-05","8.95",,,"0.00",,"0.0","0.0",,"92","74",,"  180","  180","21.9","29.1",,,,,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-06","6.26",,,"0.49",,"0.0","0.0",,"93","74",,"  230","  230","21.9","25.9",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-07","5.59",,,"0.08",,"0.0","0.0",,"87","74",,"  180","  230","14.1","17.9","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-08","5.14",,,"0.06",,"0.0","0.0",,"89","69",,"  340","  330","17.0","23.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-09","4.70",,,"0.00",,"0.0","0.0",,"89","66",,"  220","  190","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-10","8.95",,,"0.13",,"0.0","0.0",,"87","72",,"  220","  240","21.9","28.0",,,"    1",,,,,,"    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-11","6.93",,,"0.40",,"0.0","0.0",,"88","72",,"  220","  110","19.9","25.1","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-12","2.46",,,"0.00",,"0.0","0.0",,"87","71",,"   80",,"6.9",,"    1",,,,,,,"    1","    1","    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-13","2.24",,,"0.00",,"0.0","0.0",,"90","67",,"  240","  160","8.9","14.1","    1",,,,,,,"    1",,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-14","5.59",,,"0.00",,"0.0","0.0",,"91","66",,"  230","  230","16.1","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-15","4.25",,,"0.00",,"0.0","0.0",,"88","71",,"  140","  140","14.1","17.9",,,"    1",,,,,,,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-16","2.91",,,"0.00",,"0.0","0.0",,"89","69",,"   90","  130","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-17","4.03",,,"0.00",,"0.0","0.0",,"92","65",,"  240","  270","16.1","25.1","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-18","4.92",,,"0.00",,"0.0","0.0",,"86","67",,"   50","   50","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-19","5.59",,,"2.08",,"0.0","0.0",,"75","69",,"  120","  110","13.0","16.1",,,"    1",,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-20","1.12",,,"0.15",,"0.0","0.0",,"81","67",,"  250","  260","6.9","8.9",,,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-21","1.57",,,"0.00",,"0.0","0.0",,"82","69",,"  140","  120","10.1","17.0","    1",,,,,,,"    1",,"    1",,,,
"USW00013722","RALEIGH AIRPORT, NC US","2012-08-22","3.36",,,"0.13",,"0.0","0.0",,"81","69",,"  350","  330","21.0","29.1",,,"    1",,,,,"    1",,"    1",,,,
