"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT13","WT14","WT16","WT17","WT18","WT21","WT22"
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-02","4.70",,,"1.52",,"0.0","0.0","63","66","59",,"   40","   40","12.1","15.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-03","4.92",,,"0.53",,"0.0","0.0","61","65","59",,"   40","   50","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-04","3.13",,,"0.00",,"0.0","0.0","62","70","59",,"   60","   60","8.9","13.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-05","2.46",,,"0.00",,"0.0","0.0","65","74","63",,"  220","  150","6.9","13.0","    1","    1",,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-06","9.62",,,"0.00",,"0.0","0.0","68","76","65",,"  240","  210","23.9","29.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-07","5.37",,,"0.54",,"0.0","0.0","70","72","59",,"  230","  340","17.0","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-08","9.17",,,"0.00",,"0.0","0.0","56","59","50",,"   50","   40","18.1","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-09","8.05",,,"1.45",,"0.0","0.0","51","55","47",,"   40","   30","16.1","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-10","1.79",,,"0.22",,"0.0","0.0","57","69","48",,"  290","  320","10.1","15.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-11","2.01",,,"0.00",,"0.0","0.0","56","68","46",,"  290","  310","8.1","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-12","7.61",,,"0.00",,"0.0","0.0","58","77","45",,"  230","  230","23.9","31.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-13","5.82",,,"0.00",,"0.0","0.0","58","66","44",,"  300","  270","16.1","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-14","3.36",,,"0.00",,"0.0","0.0","48","60","34",,"  320","  300","13.0","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-15","0.67",,,"0.00",,"0.0","0.0","45","64","31",,"  210","  220","6.9","8.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-16","0.67",,,"0.00",,"0.0","0.0","48","65","36",,"  230","  220","8.1","12.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-17","4.25",,,"0.00",,"0.0","0.0","51","67","38",,"   90","   90","14.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-18","9.40",,,"0.00",,"0.0","0.0","61","72","53",,"  130","  140","19.9","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-19","6.49",,,"1.86",,"0.0","0.0","68","73","56",,"  150","  160","17.0","25.1","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-20","3.13",,,"0.00",,"0.0","0.0","58","62","40",,"   40","  360","15.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-21","1.34",,,"0.00",,"0.0","0.0","45","60","32",,"   80","   80","10.1","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-22","3.36",,,"0.00",,"0.0","0.0","49","52","36",,"   30","   10","13.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-23","2.01",,,"0.00",,"0.0","0.0","38","47","29",,"  280","  330","10.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-24","0.67",,,"0.00",,"0.0","0.0","39","57","27",,"  230","  240","6.9","10.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-25","2.91",,,"0.00",,"0.0","0.0","44","59","30",,"  120","  120","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-26","3.36",,,"0.00",,"0.0","0.0","51","70","39",,"   90","  100","10.1","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-27","0.89",,,"0.00",,"0.0","0.0","55","71","43",,"   20","   20","6.9","8.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-28","1.79",,,"0.00",,"0.0","0.0","55","71","45",,"  240","  220","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-29","2.01",,,"0.13",,"0.0","0.0","60","74","49",,"   80","   90","12.1","14.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-11-30","6.93",,,"0.74",,"0.0","0.0","53","60","45",,"   50","   60","14.1","18.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-01","2.01",,,"0.04",,"0.0","0.0","47","53","43",,"  290","  150","6.9","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-02","7.61",,,"0.04",,"0.0","0.0","56","64","52",,"  170","  180","17.0","21.9","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-03","4.25",,,"0.00",,"0.0","0.0","52","58","39",,"  310","  340","13.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-04","2.01",,,"0.00",,"0.0","0.0","43","54","33",,"   30","   30","10.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-05","3.80",,,"0.00",,"0.0","0.0","40","56","29",,"   50","   30","15.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-06","1.12",,,"0.00",,"0.0","0.0","42","60","29",,"  340","  330","6.0","8.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-07","1.34",,,"0.00",,"0.0","0.0","50","58","41",,"  220","  140","6.9","10.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-08","2.24",,,"0.00",,"0.0","0.0","47","61","36",,"  130","  130","10.1","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-09","4.70",,,"0.00",,"0.0","0.0","50","64","42",,"  230","  230","16.1","21.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-10","3.58",,,"0.00",,"0.0","0.0","55","67","44",,"  220","  220","12.1","15.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-11","6.26",,,"0.00",,"0.0","0.0","59","71","50",,"  230","  210","13.0","16.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-12","4.47",,,"0.00",,"0.0","0.0","61","75","53",,"  230","  230","12.1","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-13","2.91",,,"0.00",,"0.0","0.0","60","73","50",,"  220","  210","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-14","10.74",,,"0.04",,"0.0","0.0","66","75","62",,"  230","  230","23.0","30.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-15","5.59",,,"0.00",,"0.0","0.0","64","72","48",,"  240","  240","18.1","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-16","4.70",,,"0.00",,"0.0","0.0","53","65","43",,"  100","  120","12.1","16.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-17","2.01",,,"0.89",,"0.0","0.0","54","59","51",,"  300","  310","14.1","21.9","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-18","6.26",,,"0.16",,"0.0","0.0","56","59","37",,"  300","  310","16.1","29.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-19","6.71",,,"0.00",,"0.0","0.0","39","48","26",,"  240","  240","21.0","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-20","2.01",,,"0.00",,"0.0","0.0","38","54","27",,"  160","  160","8.1","13.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-21","2.01",,,"0.00",,"0.0","0.0","45","57","36",,"  200","  200","6.9","10.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-22","4.92",,,"0.66",,"0.0","0.0","57","65","51",,"  160","  180","16.1","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-23","9.17",,,"1.68",,"0.0","0.0","65","73","61",,"  230","  220","29.1","35.1","    1","    1","    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-24","12.75",,,"0.04",,"0.0","0.0","71","77","66",,"  220","  200","23.0","30.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-25","8.05",,,"0.00",,"0.0","0.0","71","74","65",,"  230","  230","17.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-26","2.91",,,"0.01",,"0.0","0.0","67","74","63",,"  190","  210","8.9","12.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-27","9.40",,,"0.00",,"0.0","0.0","68","76","64",,"  230","  230","21.9","25.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-28","8.95",,,"0.15",,"0.0","0.0","62","68","51",,"   80","   80","21.9","29.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-29","4.25",,,"0.10",,"0.0","0.0","58","74","53",,"  220","  230","17.0","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-30","5.14",,,"1.79",,"0.0","0.0","66","67","63",,"  290","  290","15.0","23.9","    1",,"    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2015-12-31","4.47",,,"0.47",,"0.0","0.0","63","66","51",,"  220","  200","14.1","17.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-01","2.68",,,"0.00",,"0.0","0.0","49","51","43",,"  350","  360","8.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-02","2.24",,,"0.00",,"0.0","0.0","43","52","32",,"  240","  250","8.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-03","3.36",,,"0.00",,"0.0","0.0","40","53","31",,"  260","  260","10.1","14.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-04","4.70",,,"0.00",,"0.0","0.0","38","43","29",,"   40","   10","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-05","6.26",,,"0.00",,"0.0","0.0","29","34","23",,"   50","   50","15.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-06","3.58",,,"0.00",,"0.0","0.0","30","45","21",,"   50","   50","12.1","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-07","5.82",,,"0.00",,"0.0","0.0","40","44","37",,"   40","   50","10.1","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-08","4.03",,,"0.04",,"0.0","0.0","42","47","40",,"   40","   50","12.1","14.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-09","5.82",,,"0.18",,"0.0","0.0","47","54","45",,"   70","   80","21.0","28.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-10","11.86",,,"0.05",,"0.0","0.0","56","63","37",,"  240","  240","25.1","36.9","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-11","3.58",,,"0.00",,"0.0","0.0","37","45","27",,"  260","  300","13.0","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-12","9.17",,,"0.00",,"0.0","0.0","38","54","28",,"  230","  250","28.0","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-13","3.36",,,"0.00",,"0.0","0.0","38","43","27",,"  240","  230","12.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-14","5.82",,,"0.00",,"0.0","0.0","40","60","27",,"  230","  240","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-15","5.59",,,"0.37",,"0.0","0.0","44","51","35",,"   90","   90","25.1","31.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-16","6.93",,,"0.00",,"0.0","0.0","49","61","42",,"  230","  330","14.1","23.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-17","4.47",,,"0.13",,"0.0","0.0","40","42","29",,"   30",,"13.0",,"    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-18","4.03",,,"0.00",,"0.0","0.0","32","35","22",,"  300","  310","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-19","4.47",,,"0.00",,"0.0","0.0","24","32","18",,"  300","  290","14.1","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-20","4.25",,,"0.00",,"0.0","0.0","27","39","18",,"  230","  230","16.1","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-21","3.80",,,"0.00",,"0.0","0.0","34","44","26",,"   40","   20","12.1","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-22","12.30",,,"0.95",,"1.2","0.0","29","32","25",,"   60","   40","25.1","36.0","    1",,,"    1",,"    1",,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-23","7.83",,,"0.01",,"0.0","1.2","28","32","24",,"  310","  320","16.1","25.9","    1",,,,,"    1",,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-24","2.46",,,"0.00",,"0.0","1.2","35","47","28",,"  320","  310","10.1","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-25","4.70",,,"0.00",,"0.0","1.2","35","52","24",,"  190","  190","13.0","16.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-26","6.26",,,"0.00",,"0.0","0.0","46","61","35",,"  230","  230","17.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-27","4.92",,,"0.00",,"0.0","0.0","49","52","40",,"   40","   40","14.1","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-28","2.01",,,"0.00",,"0.0","0.0","40","45","34",,"  120","  130","6.9","15.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-29","5.82",,,"0.00",,"0.0","0.0","42","54","31",,"  270","  290","18.1","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-30","5.37",,,"0.00",,"0.0","0.0","40","56","26",,"  230","  200","15.0","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-01-31","11.18",,,"0.00",,"0.0","0.0","51","70","38",,"  220","  230","25.1","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-01","9.17",,,"0.00",,"0.0","0.0","59","72","47",,"  240","  240","21.0","25.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-02","8.28",,,"0.00",,"0.0","0.0","56","60","49",,"  120","  110","18.1","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-03","10.51",,,"1.26",,"0.0","0.0","58","72","51",,"  190","  180","23.9","36.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-04","6.26",,,"0.27",,"0.0","0.0","59","63","42",,"   40","   40","17.0","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-05","5.14",,,"0.01",,"0.0","0.0","43","47","29",,"  360","  320","15.0","23.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-06","2.01",,,"0.00",,"0.0","0.0","36","48","26",,"   30","  150","8.9","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-07","6.93",,,"0.00",,"0.0","0.0","40","44","37",,"   20","   20","15.0","23.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-08","3.80",,,"0.09",,"0.0","0.0","41","56","28",,"  210","  220","23.0","29.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-09","6.49",,,"0.00",,"0.0","0.0","38","44","29",,"  240","  240","18.1","25.9","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-10","7.38",,,"0.00",,"0.0","0.0","32","40","24",,"  300","  290","16.1","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-11","5.82",,,"0.00",,"0.0","0.0","29","41","19",,"  280","  260","16.1","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-12","4.47",,,"0.00",,"0.0","0.0","29","32","25",,"   90","  100","13.0","15.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-13","6.04",,,"0.00",,"0.0","0.0","31","34","21",,"  300","  280","17.0","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-14","5.82",,,"0.00",,"0.0","0.0","23","32","15",,"   50","   30","13.0","17.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-15","4.03",,,"0.33",,"0.2","0.0","27","35","23",,"   60","  140","12.1","15.0","    1","    1",,"    1",,"    1",,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-16","8.05",,,"1.16",,"0.0","0.0","48","60","35",,"  170","  160","28.0","38.9","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-17","2.46",,,"0.00",,"0.0","0.0","47","57","38",,"   40","   40","15.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-18","3.58",,,"0.00",,"0.0","0.0","42","51","32",,"   40","  340","13.0","18.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-19","6.49",,,"0.00",,"0.0","0.0","39","53","26",,"  210","  190","16.1","21.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-20","10.07",,,"0.00",,"0.0","0.0","52","66","43",,"  240","  240","18.1","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-21","8.50",,,"0.04",,"0.0","0.0","56","71","45",,"  240","  230","23.0","30.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-22","6.26",,,"0.87",,"0.0","0.0","55","57","45",,"   80","   90","14.1","21.0","    1",,,,,,"    1",,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-23","6.26",,,"0.19",,"0.0","0.0","45","46","43",,"   60","   60","13.0","17.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-24","14.99",,,"0.46",,"0.0","0.0","55","73","45",,"  230","  230","35.1","46.1","    1","    1","    1",,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-25","14.09",,,"0.00",,"0.0","0.0","51","55","40",,"  240","  250","30.0","38.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-26","5.59",,,"0.00",,"0.0","0.0","42","50","31",,"  280","  330","17.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-27","3.80",,,"0.00",,"0.0","0.0","37","52","24",,"  240","  230","16.1","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-28","8.28",,,"0.00",,"0.0","0.0","47","67","31",,"  220","  220","21.0","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-02-29","9.17",,,"0.00",,"0.0","0.0","59","73","46",,"  240","  280","21.0","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-01","9.17",,,"0.00",,"0.0","0.0","56","74","38",,"  220","  210","23.9","33.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-02","8.50",,,"0.10",,"0.0","0.0","55","64","35",,"  230","  230","25.1","33.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-03","6.04",,,"0.03",,"0.0","0.0","39","49","28",,"  110","  120","15.0","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-04","5.37",,,"0.08",,"0.0","0.0","41","52","35",,"   20","   30","13.0","23.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-05","4.47",,,"0.00",,"0.0","0.0","44","55","34",,"  220","   30","14.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-06","3.58",,,"0.04",,"0.0","0.0","47","58","37",,"   50","  210","17.0","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-07","7.61",,,"0.00",,"0.0","0.0","49","68","35",,"  230","  220","16.1","21.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-08","7.16",,,"0.00",,"0.0","0.0","60","78","47",,"  230","  220","16.1","19.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-09","11.18",,,"0.00",,"0.0","0.0","63","78","51",,"  240","  230","21.0","28.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-10","14.32",,,"0.00",,"0.0","0.0","68","79","57",,"  230","  230","25.1","31.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-11","8.95",,,"0.00",,"0.0","0.0","71","80","63",,"  230","  230","23.0","29.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-12","5.82",,,"0.00",,"0.0","0.0","68","78","59",,"  120","  140","12.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-13","6.93",,,"0.89",,"0.0","0.0","68","77","60",,"  330","  330","23.0","32.0","    1",,"    1",,"    1",,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-14","3.80",,,"1.87",,"0.0","0.0","69","80","58",,"  230","  240","32.0","47.0","    1",,"    1",,"    1",,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-15","3.36",,,"0.00",,"0.0","0.0","64","78","55",,"  250","  340","10.1","18.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-16","5.37",,,"0.00",,"0.0","0.0","69","86","57",,"  260","  230","17.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-17","4.03",,,"0.00",,"0.0","0.0","65","77","46",,"  230","  240","21.0","25.1",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-18","3.13",,,"0.00",,"0.0","0.0","62","72","48",,"  280","  260","15.0","23.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-19","7.61",,,"0.03",,"0.0","0.0","55","60","43",,"   40","   40","19.9","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-20","6.71",,,"0.09",,"0.0","0.0","42","43","40",,"   30","   20","13.0","19.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-21","5.37",,,"0.00",,"0.0","0.0","45","57","37",,"  270","  270","18.1","23.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-22","6.71",,,"0.00",,"0.0","0.0","48","66","32",,"  220","  220","23.0","25.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-23","15.43",,,"0.00",,"0.0","0.0","61","77","48",,"  240","  230","23.9","32.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-24","14.09",,,"0.00",,"0.0","0.0","66","78","54",,"  220","  210","28.0","36.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-25","9.84",,,"0.04",,"0.0","0.0","69","76","64",,"  220","  240","21.0","25.1","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-26","6.26",,,"0.06",,"0.0","0.0","62","65","55",,"   60","   70","16.1","19.9","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-27","4.70",,,"0.73",,"0.0","0.0","57","59","54",,"  100","  120","13.0","15.0","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-28","6.71",,,"0.08",,"0.0","0.0","64","75","54",,"  300","  290","19.9","29.1","    1","    1",,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-29","3.36",,,"0.00",,"0.0","0.0","57","67","45",,"   30","   20","13.0","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-30","6.93",,,"0.00",,"0.0","0.0","55","69","42",,"  180","  180","16.1","21.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-03-31","11.41",,,"0.00",,"0.0","0.0","65","77","55",,"  220","  220","21.9","30.0",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-04-01","14.32",,,"0.01",,"0.0","0.0","71","78","67",,"  240","  250","29.1","38.9",,,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-04-02","10.29",,,"0.25",,"0.0","0.0","66","71","56",,"  250","  300","21.0","30.0","    1",,,,,,,,,,,,,
"USW00013722","RALEIGH AIRPORT, NC US","2016-04-03","7.61",,,"0.00",,"0.0","0.0","54","62","44",,"  290","  250","17.0","32.0",,,,,,,,,,,,,,
